OrijinalIsim,DuzenlenmisFirmaAdi,VKN,Cari_Kod
ALFA ELEKTRONİK SENSÖR SANAYİ VE TİCARET A.Ş.,ALFA ELEKTRONİK SENSÖR SANAYİ VE TİCARET A.Ş.,,
ALFA GRUP PETROL SAN.DIŞ TIC.LTD ŞTİ.,ALFA GRUP PETROL SAN.DİŞ TIC. LTD. ŞTİ..,0510227364,
ALFA İNŞ.TİC.VE SAN.İŞLETMELERİ LTD.ŞTİ.,ALFA İNŞ.TİC.VE SAN.İŞLETMELERİ LTD. ŞTİ..,0510029909,
ALFA KIMYA A.Ş.,ALFA KİMYA A.Ş.,0510073387,
ALFA ÖZEL GIDA KONTROL SU YAPRAK TOPRAK ANALİZ LAB.DANIŞ.HİZM.TİC. VE SAN.LTD.ŞTİ.,ALFA ÖZEL GIDA KONTROL SU YAPRAK TOPRAK ANALİZ LAB.DANİŞ.HİZM.TİC. VE SAN. LTD. ŞTİ..,0510229414,120.01-000366
ALFA PLASTİK İNOVASYON SAN. VE TİC AŞ.,ALFA PLASTİK İNOVASYON SAN. VE TİC A.Ş. .,,
ALFA TEST CİHAZLARI,ALFA TEST CİHAZLARİ,,
ALFAFARMA İLAÇ SAN. VE TİC. LTD. ŞTİ.,ALFAFARMA İLAÇ SAN. VE TİC. LTD. . ŞTİ..,6290438071,
ALFAGEN LABORATUVAR MALZEMELERİ İÇ VE DIŞ TİCARET SANAYİ LİMİTED ŞİRKETİ,ALFAGEN LABORATUVAR MALZEMELERİ İÇ VE DIŞ TİCARET SANAYİ LİMİTED ŞTİ.,0510227019,120.01-001627
ALFRED H. KNİGHT GÖZETME VE ANALIZ HIZMETLERI A.Ş,ALFRED H. KNİGHT GÖZETME VE ANALİZ HİZMETLERİ A.Ş,,
ALG İLAÇ SAN.TİC.LTD.ŞTİ.,ALG İLAÇ SAN.TİC. LTD. ŞTİ..,,
ALGAE SAN. VE TİC LTD. ŞTİ.,ALGAE SAN. VE TİC LTD. . ŞTİ..,,
ALGEN BİYOTEKNOLOJİ,ALGEN BİYOTEKNOLOJİ,,
ALGEN DİAGNOSTİK MEDİKAL LTD. ŞTİ.,ALGEN DİAGNOSTİK MEDİKAL LTD. . ŞTİ..,0520529410,
ALGI LABORATUVAR CİHAZLARI SARF VE KİMYASAL MALZEMELER,ALGI LABORATUVAR CİHAZLARİ SARF VE KİMYASAL MALZEMELER,,
ALGİDA BUZKREM TESİS.UNİLEVER A.Ş.,ALGİDA BUZKREM TESİS.UNİLEVER A.Ş.,9130026051,
ALGORİTMA SAĞLIK HIZMETLERI A.Ş.,ALGORİTMA SAĞLIK HİZMETLERİ A.Ş.,,
ALGOTRİO KİMYA SAN. VE TİC. A.Ş.,ALGOTRİO KİMYA SAN. VE TİC. A.Ş.,,
ALHATOĞLU ZEYTİNCİLİK GIDA ZİRAİ İLAÇ TARIM MAKİNA TİC. LTD. ŞTİ.,ALHATOĞLU ZEYTİNCİLİK GIDA ZİRAİ İLAÇ TARIM MAKİNA TİC. LTD. . ŞTİ..,0520120081,
ALIA YATCHS,ALIA YATCHS,,
ALISAN LOJİSTIK A.Ş.,ALİSAN LOJİSTİK A.Ş.,,
ALİ BABA SÜT VE SÜT ÜRÜNLERI,ALİ BABA SÜT VE SÜT ÜRÜNLERİ,,
ALİ BURAN,ALİ BURAN,,
ALİ KEMAL ÇİLEK,ALİ KEMAL ÇİLEK,,
AQROVEST LLC,AQROVEST LLC,,
ALİ OSMAN SÖNMEZ ONKOLOJİ HASTANESİ,ALİ OSMAN SÖNMEZ ONKOLOJİ HASTANESİ,0520585224,
ALİ RAİF İLAÇ SAN.A.Ş.,ALİ RAİF İLAÇ SAN.A.Ş.,0520052923,120.01-000725
ALİANS KİMYA POLİMER TİC. A.Ş.,ALİANS KİMYA POLİMER TİC. A.Ş.,,
ALİER LABORATUVARLARI,ALİER LABORATUVARLARİ,,
ALİMEX ALÜMİNYUM SAN.TİC.LTD.ŞTİ.,ALİMEX ALÜMİNYUM SAN.TİC. LTD. ŞTİ..,0530009080,
ALİNDAIR SOĞUTMA SISTEMLERI SANAYI VE TICARET A.Ş.,ALİNDAİR SOĞUTMA SİSTEMLERİ SANAYİ VE TİCARET A.Ş.,,
ALİX AVİEN KİŞİSEL BAKIM ÜRÜNLERİ SENA KARAHAN VE MAİDE SEDA KESME KOLL ŞTİ.,ALİX AVİEN KİŞİSEL BAKIM ÜRÜNLERİ SENA KARAHAN VE MAİDE SEDA KESME KOLL ŞTİ..,0531313617,
ALİYE ÜSTER VAKFI,ALİYE ÜSTER VAKFI,0530504138,
ALKA İNŞAAT TEKSTİL ELEKT.ÇEVRE SAN. VE TİC. LTD. ŞTİ.,ALKA İNŞAAT TEKSTİL ELEKT.ÇEVRE SAN. VE TİC. LTD. . ŞTİ..,0530063244,120.01-000750
ALKAN TABAN,ALKAN TABAN,,
ALKAN TEKNOLOJİ ELEKTRONİK SAN.TİC.LTD.ŞTİ.,ALKAN TEKNOLOJİ ELEKTRONİK SAN.TİC. LTD. ŞTİ..,,
ALKAYA KİMYA KOZMETİK İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,ALKAYA KİMYA KOZMETİK İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞTİ.,0541090261,
ALKE SAĞLIK ÜRÜNLERİ SAN.VE.TİC.A.Ş.,ALKE SAĞLIK ÜRÜNLERİ SAN.VE.TİC.A.Ş.,0540434271,120.01-000731
ALKEG ENERJİ SAN. VE TİC. A.Ş.,ALKEG ENERJİ SAN. VE TİC. A.Ş.,0540420952,
ALKİM ALKALI KIMYA A.Ş.,ALKİM ALKALİ KİMYA A.Ş.,,
ALKO MÜHENDİSLIK MAK. VE DANIŞMANLIK SAN. TIC. A.Ş.,ALKO MÜHENDİSLİK MAK. VE DANIŞMANLIK SAN. TIC. A.Ş.,,
ALKOR ALÜMİNYUM SAN. TİC.LTD.ŞTİ.,ALKOR ALÜMİNYUM SAN. TİC. LTD. ŞTİ..,0550429193,
ALKOR MAKİNA,ALKOR MAKİNA,,
AL-KOR MAKİNE KALIP SAN.VE TİC. A.Ş.,AL-KOR MAKİNE KALIP SAN.VE TİC. A.Ş.,,
ALL ALÇI,ALL ALÇI,,
ALL ONE KOZMETİK,ALL ONE KOZMETİK,,
ALLIANCE ONE A.Ş.,ALLİANCE ONE A.Ş.,7810022840,
ALLTECH BIOTECNOLOGY GIDA TARIM HAYVANCILIK ÜRÜNLERİ SANAYİ VE DIŞ TİCARET LTD.ŞTİ.,ALLTECH BİOTECNOLOGY GIDA TARIM HAYVANCILIK ÜRÜNLERİ SANAYİ VE DIŞ TİCARET LTD. ŞTİ..,0550285270,
ALMAN HASTANESİ,ALMAN HASTANESİ,,
ALMANFOUSH SÜT ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,ALMANFOUSH SÜT ÜRÜNLERİ SANAYİ TİCARET LİMİTED ŞTİ.,0550602049,
ALMAXTEX TEKSTİL SANAYİ VE TİCARET A.Ş.,ALMAXTEX TEKSTİL SANAYİ VE TİCARET A.Ş.,0550937107,
ALMEDIKO HEALTH CARE,ALMEDİKO HEALTH CARE,,
ALMEN DIŞ TİCARET A.Ş,ALMEN DIŞ TİCARET A.Ş,0550491962,
ALMER TEKSTİLSAN VE TİC A.Ş.,ALMER TEKSTİLSAN VE TİC A.Ş.,9460063636,
ALMESTİN MEDİKAL,ALMESTİN MEDİKAL,,
ALMİRA FARMA,ALMİRA FARMA,,
ALMODO ALTUNLAR TEKSTİL SANAYİ VE TİCARET A.Ş.,ALMODO ALTUNLAR TEKSTİL SANAYİ VE TİCARET A.Ş.,0550018649,
ALN SOĞUK HAVA DEPO SİSTEMLERİ,ALN SOĞUK HAVA DEPO SİSTEMLERİ,,
ALNORMED,ALNORMED,,
ALP AVIATION,ALP AVİATİON,,
ALP HAVACILIK SANAYİ VE TİCARET A.Ş.,ALP HAVACILIK SANAYİ VE TİCARET A.Ş.,0550044545,120-26-01024
ALP MÜHENDİSLIK,ALP MÜHENDİSLİK,,
ALPA İNŞAAT MALZEMELERİ TAAHHÜT SANAYİ VE TİCARET ANONİM ŞİRKETİ,ALPA İNŞAAT MALZEMELERİ TAAHHÜT SANAYİ VE TİCARET ANONİM ŞTİ.,0560513376,
ALPAN FARMA AR-GE,ALPAN FARMA AR-GE,,
ALPAN HİDROLİK,ALPAN HİDROLİK,,
ALP-ATEŞ GÜBRE A.Ş,ALP-ATEŞ GÜBRE A.Ş,,
ALPAYA DERMACEUTİCALS,ALPAYA DERMACEUTİCALS,,
ALPAYA DOĞAL VE KOZMETİK ÜRÜNLERI SAN VE TIC. AŞ,ALPAYA DOĞAL VE KOZMETİK ÜRÜNLERİ SAN VE TIC. A.Ş.,0570254327,
ALPEDO,ALPEDO,,
ALPER ÇELİK İML. İNŞ. SAN. VE TİC. A.Ş.,ALPER ÇELİK İML. İNŞ. SAN. VE TİC. A.Ş.,0570253455,
ALPER ISIL İŞLEM SAN. VE TİC. A.Ş.,ALPER ISIL İŞLEM SAN. VE TİC. A.Ş.,,
ALPERDEM ELEKTRİK İNŞ. TIC. AŞ.,ALPERDEM ELEKTRİK İNŞ. TIC. A.Ş. .,,
ALPES A.Ş.,ALPES A.Ş.,0570026324,
ALPHA ENERJİ PETROL TİC. LTD. ŞTİ.,ALPHA ENERJİ PETROL TİC. LTD. . ŞTİ..,,
ALPKİM KİMYA LTD. ŞTİ.,ALPKİM KİMYA LTD. . ŞTİ..,1750049107,120.01-003016
ALPLA PLASTİK,ALPLA PLASTİK,,
ALPMED TIBBI ÜRÜNLER CİHAZLAR VE TEKSTİL ÜR.,ALPMED TIBBI ÜRÜNLER CİHAZLAR VE TEKSTİL ÜR.,4190282468,
ALPRO GIDA,ALPRO GIDA,,
ALPTEK KİMYA LAB.CİHAZLARI VE DANIŞMANLIK DIŞ TİC.LTD.ŞTİ.,ALPTEK KİMYA LAB.CİHAZLARİ VE DANIŞMANLIK DIŞ TİC. LTD. ŞTİ..,0580156083,
ALPTEK MÜHENDİSLIK,ALPTEK MÜHENDİSLİK,,
ALPTEKİNDYES BOYA VE KİMYA SANAYİ LİMİTED ŞİRKETİ,ALPTEKİNDYES BOYA VE KİMYA SANAYİ LİMİTED ŞTİ.,0940014878,120.01-002502
ALPTEKİNLER TIBBİ LAB.CİHZ.LTD.ŞTİ.,ALPTEKİNLER TIBBİ LAB.CİHZ. LTD. ŞTİ..,0580016311,
ALS ARABIA,ALS ARABİA,,
ALS GLOBAL,ALS GLOBAL,,
ALS LABORATUAR HİZMETLERİ LTD.ŞTİ.,ALS LABORATUAR HİZMETLERİ LTD. ŞTİ..,0580158734,120.01-001626
ALSA KİMYEVİ MAD.SAN.TİC.LTD.ŞTİ.,ALSA KİMYEVİ MAD.SAN.TİC. LTD. ŞTİ..,0580019506,
ALSANCAK GROUP,ALSANCAK GROUP,,
ALTA PROKAP METAL FORMLAMA VE MAKİNE ENDÜSTRİ VE TİCARET A.Ş.,ALTA PROKAP METAL FORMLAMA VE MAKİNE ENDÜSTRİ VE TİCARET A.Ş.,0590323142,
ALTA YEDEK PARÇA VE KALIP SAN. VE TİC. A.Ş.,ALTA YEDEK PARÇA VE KALIP SAN. VE TİC. A.Ş.,0590339045,120.01-000463
ALTACA ÇEVRE TEKNOLOJİLERİ VE ENERJİ ÜRETİM A.Ş.,ALTACA ÇEVRE TEKNOLOJİLERİ VE ENERJİ ÜRETİM A.Ş.,0510188848,120.01-002984
ALTAKAMOL INTERNATIONAL CO. LTD,ALTAKAMOL İNTERNATİONAL CO. LTD.,,
ALTAN HİDROLİK MÜHENDİSLİK SAN. VE TİC. A.Ş,ALTAN HİDROLİK MÜHENDİSLİK SAN. VE TİC. A.Ş,,
ALTAYLAR MEDİKAL TIBBI MALZ. INŞAAT TEKSTIL GIDA ITH. IHR. SAN. VE TIC. LTD. ŞTI,ALTAYLAR MEDİKAL TIBBI MALZ. İNŞAAT TEKSTİL GIDA ITH. IHR. SAN. VE TIC. LTD. . ŞTİ.,,
ALTEK ENDÜSTRİYEL YAPI MARKET,ALTEK ENDÜSTRİYEL YAPI MARKET,,
ALTEKMA A.Ş.,ALTEKMA A.Ş.,,
ALTEKS BOYA VE KASAR SAN.LTD.ŞTİ.,ALTEKS BOYA VE KASAR SAN. LTD. ŞTİ..,0600044295,
ALTERA KIMYA SANAYİ VE TİCARET A.Ş.,ALTERA KİMYA SANAYİ VE TİCARET A.Ş.,,
ALTERA SUPPLY,ALTERA SUPPLY,,
ALTERNATİF MEDİKAL TIBBİ CİHAZ LABORATUAR MALZEMELERİ-AHMET ÖZYURT,ALTERNATİF MEDİKAL TIBBİ CİHAZ LABORATUAR MALZEMELERİ-AHMET ÖZYURT,7180330942,
ALTERNATİF MERMER MADENCİLİK İNŞ.İML. TURZ.GIDA TARIM HAYV.SAN.VE TİC.A.Ş.,ALTERNATİF MERMER MADENCİLİK İNŞ.İML. TURZ.GİDA TARIM HAYV.SAN.VE TİC.A.Ş.,,
ALTIGEN GIDA MEDİKAL DAN.KİM.İÇ VE DIŞ TİC.LTD.ŞTİ.,ALTİGEN GIDA MEDİKAL DAN.KİM.İÇ VE DIŞ TİC. LTD. ŞTİ..,0600344803,
ALTIGENBIO LIFE SCIENCE,ALTİGENBİO LIFE SCİENCE,,
ALTIN AYAREVİ (GÜVEN),ALTIN AYAREVİ (GÜVEN),,
ALTIN HAZIR GIDA KATKI MADDELERİ SAN.TİC.A.Ş.,ALTIN HAZIR GIDA KATKI MADDELERİ SAN.TİC.A.Ş.,,
ALTIN OPTİK SAN VE TİC A.Ş,ALTIN OPTİK SAN VE TİC A.Ş,,
ALTIN TARIM/çanakkale,ALTIN TARİM/ÇANAKKALE,,
ALTINAYAR KİMYA SANAYİ VE TİCARET LTD.ŞTİ.,ALTİNAYAR KİMYA SANAYİ VE TİCARET LTD. ŞTİ..,0610147127,120.01-002782
ALTINBAŞ KUYUMCULUK SAN.TİC.LTD.ŞTİ.,ALTİNBAŞ KUYUMCULUK SAN.TİC. LTD. ŞTİ..,0680018045,
ALTINBAŞ MÜCEVHERAT İMALATI VE DIŞ TİC. A.Ş.,ALTİNBAŞ MÜCEVHERAT İMALATİ VE DIŞ TİC. A.Ş.,0610044188,
ALTINBAŞ ÜNİVERSİTESİ,ALTİNBAŞ ÜNİVERSİTESİ,8150448938,120.01-000781
ALTINBAŞ ÜNİVERSİTESİ MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,ALTİNBAŞ ÜNİVERSİTESİ MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,,
ALTINKÖY GIDA SAN. VE TİC. LTD.ŞTİ.,ALTİNKÖY GIDA SAN. VE TİC. LTD. ŞTİ..,,
ALTINMARKA GIDA SAN. TİC. A.Ş,ALTİNMARKA GIDA SAN. TİC. A.Ş,0630023260,
ALTINOVA GİDA KİMYA VE TARIM ÜRÜNLERİ SAN. VE TİC.LTD.STİ.,ALTİNOVA GIDA KİMYA VE TARIM ÜRÜNLERİ SAN. VE TİC. LTD. . ŞTİ. .,0640031268,
ALTINSU TEKSTİL SAN.TİC.LTD.ŞTİ.,ALTİNSU TEKSTİL SAN.TİC. LTD. ŞTİ..,0670093015,
ALTINTAR TARIM A.S.,ALTİNTAR TARIM A.Ş. .,0610426747,120.01-000377
ALTINTAŞ GIDA TURİZM TARIM HAYVANCILIK VE TİC. LTD. ŞTİ,ALTİNTAŞ GIDA TURİZM TARIM HAYVANCILIK VE TİC. LTD. . ŞTİ.,,
ALTINTEPE MADENCİLİK SAN. VE TİC. A.Ş.,ALTİNTEPE MADENCİLİK SAN. VE TİC. A.Ş.,0660276024,
ALTINTOP GIDA SAN. TİC. A.Ş.,ALTİNTOP GIDA SAN. TİC. A.Ş.,,
ALTINYAĞ KOMBİNALARI A.Ş.,ALTİNYAĞ KOMBİNALARİ A.Ş.,0660007593,
ALTINYILDIZ MENSUCAT KONF. FABRİKALARI A.Ş.,ALTİNYİLDİZ MENSUCAT KONF. FABRİKALARİ A.Ş.,0660008975,
ALTIPARMAK GIDA SANAYİ VE TİCARET ANONİM ŞİRKETİ,ALTİPARMAK GIDA SANAYİ VE TİCARET ANONİM ŞTİ.,0660281140,120-34-01074
ALTIUM ARGE CARİSİ,ALTİUM ARGE CARİSİ,7600397533,120.01-002464
ASTARAÇAY,ASTARAÇAY,,
ATEF GROUP OF COMPANIES LLC,ATEF GROUP OF COMPANİES LLC,,
ALTIUM INTERNATIONAL LABORATUVAR CIHAZLARI A.Ş.,ALTİUM İNTERNATİONAL LABORATUVAR CİHAZLARİ A.Ş.,7600397533,120.01-002481
ATENA,ATENA,,
AVRORA LLC,AVRORA LLC,1111111111,
ALTIUM OFİS,ALTİUM OFİS,,
AZ MİLLİ İLİMLER AKADEMİSİ,AZ MİLLİ İLİMLER AKADEMİSİ,,
ALTO HOLDİNG A.Ş.,ALTO HOLDİNG A.Ş.,,
ALTONA COSMETICS TECHNOLOGY A.Ş.,ALTONA COSMETİCS TECHNOLOGY A.Ş.,0050530272,120.01-002140
ALTOTEKS TEKSTİL GİYİM BOYA ARPE SAN.VE TİC.A.Ş.,ALTOTEKS TEKSTİL GİYİM BOYA ARPE SAN.VE TİC.A.Ş.,0660039125,
ALTRAFLORA DOĞAL BİTKI ÜRÜNLERI SAN. VE TIC. A.Ş.,ALTRAFLORA DOĞAL BİTKI ÜRÜNLERİ SAN. VE TIC. A.Ş.,,
ALTUĞ KİMYA TEKS. SAN.VE TİC.LTD.ŞTİ,ALTUĞ KİMYA TEKS. SAN.VE TİC. LTD. ŞTİ.,0660201597,120.01-000650
ALTUN STERİLİZASYON VE MEDİKAL,ALTUN STERİLİZASYON VE MEDİKAL,,
ALTUNKAYA İNŞ.NAK.GIDA TİC.A.Ş.,ALTUNKAYA İNŞ.NAK.GİDA TİC.A.Ş.,,
ALTUNSA GIDA SAN VE TİC.A.Ş.,ALTUNSA GIDA SAN VE TİC.A.Ş.,0671020953,120.01-000649
ALTUNTAŞ BAHARAT SAN. VE TİC. A.Ş.,ALTUNTAŞ BAHARAT SAN. VE TİC. A.Ş.,0680001981,120.01-000547
ALTUS TIBBİ CİHAZLAR MEDİKAL TEKN.ÜRN.SAN.VE DIŞ TİC.LTD.ŞTİ,ALTUS TIBBİ CİHAZLAR MEDİKAL TEKN.ÜRN.SAN.VE DIŞ TİC. LTD. ŞTİ.,0680799586,
ALUSAN YAPI SİSTEMLERİ SAN. VE TİC. A.Ş.,ALUSAN YAPI SİSTEMLERİ SAN. VE TİC. A.Ş.,,
ALV KİMYA SANAYİ İÇ VE DIŞ TIC. A.Ş,ALV KİMYA SANAYİ İÇ VE DIŞ TIC. A.Ş,0680846849,120.01-002141
AZAR INSTRUMENT LTD,AZAR İNSTRUMENT LTD.,,
ALVİMEDİCA TIBBİ ÜRÜNLER SANAYİ VE DIŞ TİC.A.Ş.,ALVİMEDİCA TIBBİ ÜRÜNLER SANAYİ VE DIŞ TİC.A.Ş.,6310546748,120.01-000746
ALVİT SERAMİK A.Ş.,ALVİT SERAMİK A.Ş.,,
ALVO YAPI KİMYASALLARI BOYA SANAYİİ TİC. A.Ş.,ALVO YAPI KİMYASALLARİ BOYA SANAYİİ TİC. A.Ş.,,
ALYAN GIDA SAN. TİC. A.Ş.,ALYAN GIDA SAN. TİC. A.Ş.,,
ALYANS DİJİTAL DENTAL,ALYANS DİJİTAL DENTAL,,
ALYANS MEDİKAL NAK. İNŞ. GIDA TEKS. TUR. İTH. İHR. PAZ. SAN. TIC.LTD.ŞTI.,ALYANS MEDİKAL NAK. İNŞ. GIDA TEKS. TUR. İTH. İHR. PAZ. SAN. TIC. LTD. ŞTİ..,,
ALZAMİN İLAÇ VE KIMYA SAN.DIŞ TİC.LTD.ŞTİ.,ALZAMİN İLAÇ VE KİMYA SAN.DİŞ TİC. LTD. ŞTİ..,,
AMANA FOODS,AMANA FOODS,,
AMANOS MADENCİLİK,AMANOS MADENCİLİK,,
AMASYA İL TARIM VE ORMAN MÜDÜRLÜĞÜ DÖNER SERMAYE İŞLETMESİ,AMASYA İL TARIM VE ORMAN MÜDÜRLÜĞÜ DÖNER SERMAYE İŞLETMESİ,8240023729,120-05-01006
AMASYA ŞEKER FABRİKALARI A.Ş. GENEL MÜD,AMASYA ŞEKER FABRİKALARİ A.Ş. GENEL MÜD,0680044640,120.01-000052
AMASYA ÜNİ. FEN EDEB. FAK. DEKANLIĞI,AMASYA ÜNİ. FEN EDEB. FAK. DEKANLİĞİ,,
AMASYA ÜNİVERSİTESİ İDARİ VE MALİ İŞLER DAİRE BŞK.,AMASYA ÜNİVERSİTESİ İDARİ VE MALİ İŞLER DAİRE BŞK.,0680767336,
AMASYA ÜNİVERSİTESİ ÖZEL KALEM BİLİMSEL ARAŞTIRMA PROJELERİ KOORDİNASYON BİRİMİ,AMASYA ÜNİVERSİTESİ ÖZEL KALEM BİLİMSEL ARAŞTIRMA PROJELERİ KOORDİNASYON BİRİMİ,0680759733,
AMASYA ÜNİVERSİTESİ REKTÖRLÜĞÜ,AMASYA ÜNİVERSİTESİ REKTÖRLÜĞÜ,,
AMASYA ÜNİVERSİTESİ REKTÖRLÜĞÜ BİLİMSEL ARAŞTIRMA KOORDİNASYON BİRİMİ,AMASYA ÜNİVERSİTESİ REKTÖRLÜĞÜ BİLİMSEL ARAŞTIRMA KOORDİNASYON BİRİMİ,0680763037,
AMASYA ÜNİVERSİTESİ REKTÖRLÜĞÜ MERKEZİ ARAŞTIRMA UYGULAMA LAB. UYGULAMA VE ARAŞTIRMA MERKEZ MÜD.,AMASYA ÜNİVERSİTESİ REKTÖRLÜĞÜ MERKEZİ ARAŞTIRMA UYGULAMA LAB. UYGULAMA VE ARAŞTIRMA MERKEZ MÜD.,0680847112,
AMASYA ÜNİVERSİTESİ SULUOVA MESLEK YÜKSEK OKULU GIDA TEKNOLOJİSİ BÖLÜMÜ,AMASYA ÜNİVERSİTESİ SULUOVA MESLEK YÜKSEK OKULU GIDA TEKNOLOJİSİ BÖLÜMÜ,,
AMBRD DOĞA BİLIMLERI BIYOTEKNOLOJI ARAŞTIRMA GELIŞTIRME DANIŞMANLIK SAN. VE TIC. LTD. ŞTI,AMBRD DOĞA BİLİMLERİ BİYOTEKNOLOJİ ARAŞTIRMA GELİŞTİRME DANIŞMANLIK SAN. VE TIC. LTD. . ŞTİ.,,
AMC MÜHENDİSLIK VE OTOMOTIV SAN. TIC. LTD. ŞTI.,AMC MÜHENDİSLİK VE OTOMOTİV SAN. TIC. LTD. . ŞTİ..,0680799617,
AMCOR FLEXIBLES İSTANBUL AMBALAJ SAN.VE TİC.A.Ş.,AMCOR FLEXİBLES İSTANBUL AMBALAJ SAN.VE TİC.A.Ş.,7350025960,
AMCOR TOBACCO PACKAGING İZMİR GRAVÜR BASKI SANAYİ TİC.A.Ş.,AMCOR TOBACCO PACKAGİNG İZMİR GRAVÜR BASKI SANAYİ TİC.A.Ş.,6090011365,
AZARBAİJAN SEHİYYE NAZİRLİYİ MTE VE PA BİRLIYI,AZARBAİJAN SEHİYYE NAZİRLİYİ MTE VE PA BİRLİYİ,,
AZARBAYCAN STANDARTLAŞTIRMA ENSTİTÜSÜ (AZSTAND),AZARBAYCAN STANDARTLAŞTİRMA ENSTİTÜSÜ (AZSTAND),,
AZERBAIJAN MEDICAL UNIVERSITY,AZERBAİJAN MEDİCAL UNİVERSİTY,,
AMERİKAN HASTANESİ,AMERİKAN HASTANESİ,,
AZERBAIJAN MINISTRY OF ECOLOGY,AZERBAİJAN MİNİSTRY OF ECOLOGY,,
AMG MEDİKAL VE DIŞ TİC.LTD.ŞTİ.,AMG MEDİKAL VE DIŞ TİC. LTD. ŞTİ..,,
AMGEN İLAÇ TIC.LTD.ŞTI.,AMGEN İLAÇ TIC. LTD. ŞTİ..,0680773424,
MINISTRY OF HEALTH OF THE REPUBLIC OF AZERBAIJAN,MİNİSTRY OF HEALTH OF THE REPUBLİC OF AZERBAİJAN,2854785962,
AZERBAIJAN NATIONAL ACADEMI OF SCIENCES MICROBIOLOGIA INSTITUTE,AZERBAİJAN NATİONAL ACADEMİ OF SCİENCES MİCROBİOLOGİA İNSTİTUTE,,
AMİRAL İŞ GÜVENLİĞİ HIRDAVAT İNŞAAT SAN TİC LTD ŞTİ,AMİRAL İŞ GÜVENLİĞİ HİRDAVAT İNŞAAT SAN TİC LTD. ŞTİ.,,
AMPERİNO OTOMOTIV MEKATRONIK SAN. TIC. A.Ş.,AMPERİNO OTOMOTİV MEKATRONİK SAN. TIC. A.Ş.,,
AMPHİ MEDİKAL ÜRÜNLERİ SAN. VE TİC. A.Ş,AMPHİ MEDİKAL ÜRÜNLERİ SAN. VE TİC. A.Ş,,
AMWAY TÜRKİYE LTD. ŞTİ.,AMWAY TÜRKİYE LTD. . ŞTİ..,,
AN KARDEŞLER ENERJİ VE YAPI-KAYHAN VARDAR,AN KARDEŞLER ENERJİ VE YAPİ-KAYHAN VARDAR,,
ANA GIDA VE İHTİYAÇ MAD.SAN.TİC.A.Ş.,ANA GIDA VE İHTİYAÇ MAD.SAN.TİC.A.Ş.,0680275068,
ANADOLU ALKOLLÜ İÇECEKLER,ANADOLU ALKOLLÜ İÇECEKLER,,
ANADOLU AR-GE TEKNOLOJİ MÜHENDISLIK VE DANIŞMANLIK A.Ş.,ANADOLU AR-GE TEKNOLOJİ MÜHENDİSLİK VE DANIŞMANLIK A.Ş.,,
ANADOLU BAKIR A.Ş,ANADOLU BAKIR A.Ş,,
ANADOLU BİRLİK HOLDİNG A.Ş.,ANADOLU BİRLİK HOLDİNG A.Ş.,,
ANADOLU CAM SAN.A.Ş.,ANADOLU CAM SAN.A.Ş.,0680062336,
ANADOLU CAM YENİŞEHİR SAN A.Ş,ANADOLU CAM YENİŞEHİR SAN A.Ş,0680663944,
ANADOLU ÇEVRE ARITMA SİSTEMLERİ,ANADOLU ÇEVRE ARİTMA SİSTEMLERİ,,
ANADOLU ECOPACK ÜRETİM VE PAZARLAMA A.Ş.,ANADOLU ECOPACK ÜRETİM VE PAZARLAMA A.Ş.,0680068252,
ANADOLU EFES BİRACILIK VE MALT SAN. A.Ş. (ADANA BİRA FABRİKASI),ANADOLU EFES BİRACİLİK VE MALT SAN. A.Ş. (ADANA BİRA FABRİKASİ),3410029605,120.01-000004
ANADOLU EFES BİRACILIK VE MALT SAN. A.Ş.,ANADOLU EFES BİRACİLİK VE MALT SAN. A.Ş.,3410029605,120.01-000777
ANADOLU EFES BİRACILIK VE MALT SAN. A.Ş. (İZMİR BİRA FABRİKASI),ANADOLU EFES BİRACİLİK VE MALT SAN. A.Ş. İZMİR BİRA FABRİKASİ),3410029605,120.01-001631
ANADOLU EFES BİRACILIK VE MALT SAN. A.Ş. ANKARA BİRA FAB.,ANADOLU EFES BİRACİLİK VE MALT SAN. A.Ş. ANKARA BİRA FAB.,3410029605,120.01-000734
ANADOLU ETAP PENKON GIDA VE İÇECEK ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,ANADOLU ETAP PENKON GIDA VE İÇECEK ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞTİ.,0691386511,
ANADOLU ETAP TARIM VE GIDA ÜRÜNLERİ AMB.SAN.TİC.A.Ş.,ANADOLU ETAP TARIM VE GIDA ÜRÜNLERİ AMB.SAN.TİC.A.Ş.,6920008045,120.01-003297
ANADOLU GIDA SANAYİ A.Ş.,ANADOLU GIDA SANAYİ A.Ş.,0680064291,
ANADOLU ISUZU OTOMOTİV TİC. A.Ş.,ANADOLU ISUZU OTOMOTİV TİC. A.Ş.,,
